Channel,Video ID,Title,Published,Views,Likes,Comments,Duration,sentiment,confidence,positive_score,neutral_score,negative_score
Fox News,VUJsaSXBi5o,Illegal immigrant puts $10k hit on ICE officers: 'They should be doxxed',2025-10-31T07:15:05Z,344136,6355,2482,PT12M43S,NEGATIVE,0.8077822923660278,0.006445270497351885,0.18577253818511963,0.8077822923660278
Fox News,YDloGzE8zDU,"Mamdani’s ideologically more in line with Gaza than NYC, says AZ congressional candidate",2025-10-31T06:30:32Z,14353,345,330,PT3M12S,NEUTRAL,0.903779923915863,0.07013564556837082,0.903779923915863,0.026084434241056442
Fox News,SP7QEwhpVEE,Jack Ciattarelli: We will downsize this state government,2025-10-31T05:45:05Z,31677,691,271,PT15M11S,NEUTRAL,0.7921292781829834,0.06290087848901749,0.7921292781829834,0.14496982097625732
Fox News,Z2APADueLEY,World braces for 'dangerous race' as Trump breaks 33-year nuclear testing silence,2025-10-31T05:00:43Z,258182,2677,1493,PT27M14S,NEGATIVE,0.5778809189796448,0.012259027920663357,0.4098600447177887,0.5778809189796448
Fox News,dn_EAneGXU4,‘Gutfeld!’: Trump should wear this to the State of the Union,2025-10-31T04:15:03Z,82948,3218,488,PT4M43S,NEUTRAL,0.734688937664032,0.12509901821613312,0.734688937664032,0.1402120143175125
Fox News,h_6VwChC-rc,Greg Gutfeld: The Left 'can't agree' with common sense,2025-10-31T03:30:06Z,567226,10366,886,PT13M51S,NEGATIVE,0.6373732089996338,0.012961476109921932,0.3496653139591217,0.6373732089996338
Fox News,8GNq7a_Y-_s,NEXT PRESIDENT?: Will Cain on whether Vance could appeal to everyday Americans #shorts #news #fox,2025-10-31T03:15:00Z,21313,929,52,PT59S,NEUTRAL,0.8577412962913513,0.13275787234306335,0.8577412962913513,0.00950082391500473
Fox News,W5CYp_MFMZQ,'POLITICAL EARTHQUAKE': Hannity warns what's at stake in NJ and NYC #shorts #hannity #politics #fox,2025-10-31T02:45:06Z,44364,1139,58,PT17S,NEUTRAL,0.683428168296814,0.025087272748351097,0.683428168296814,0.2914845049381256
Fox News,aJH6aaRXni8,WATCH: Trump ally predicts 'magnificent' victory in blue state as early voting surges,2025-10-31T02:45:00Z,106585,2570,547,PT10M34S,POSITIVE,0.8500761985778809,0.8500761985778809,0.14527644217014313,0.004647290334105492
Fox News,EQbECJUx_Gg,Jesse Watters: There’s no sleeping at this White House #shorts  #foxnews #us #news  #fox,2025-10-31T02:15:01Z,49165,1959,90,PT1M20S,NEUTRAL,0.9094937443733215,0.05234925448894501,0.9094937443733215,0.038156986236572266
Fox News,wOPX051mTZ0,Watters: This will be HUGE for US,2025-10-31T02:00:06Z,911298,19442,3224,PT10M32S,POSITIVE,0.9044542908668518,0.9044542908668518,0.09177828580141068,0.003767461283132434
Fox News,tUfw6M4M2_w,"For decades, America's leaders were asleep at the switch, Laura Ingraham says #shorts #china",2025-10-31T01:45:05Z,62456,2663,105,PT29S,NEGATIVE,0.5214848518371582,0.02171764150261879,0.4567975401878357,0.5214848518371582
Fox News,vPHnLDFEqDk,EXCLUSIVE PREVIEW: Erika Kirk in her first sit-down interview since husband's assassination,2025-10-31T01:15:05Z,365679,8701,3956,PT3M20S,NEUTRAL,0.8710611462593079,0.03302599489688873,0.8710611462593079,0.0959128811955452
Fox News,HBk1ikJGuc4,MONKEYING AROUND: Customers at Spirit Halloween left stunned #shorts #halloween,2025-10-31T01:15:01Z,27724,552,29,PT37S,NEGATIVE,0.7250140905380249,0.016560692340135574,0.25842517614364624,0.7250140905380249
Fox News,UZIvQDRDMok,NEW: Noem says over 2 million illegal immigrants have left the US since Trump took office #usa #us,2025-10-31T00:45:03Z,76170,4522,489,PT49S,NEGATIVE,0.628214955329895,0.012484468519687653,0.3593006134033203,0.628214955329895
Fox News,VrCiSTt2v-M,"Trump is FED UP with this, once and for all: Jack Keane",2025-10-31T00:30:25Z,260665,3759,823,PT6M22S,NEGATIVE,0.7457850575447083,0.029261725023388863,0.22495321929454803,0.7457850575447083
Fox News,CAS7Nf6erWE,Trump: These are rough winds in Asia #trump #asia #shorts #airforce1,2025-10-31T00:15:00Z,26123,659,61,PT29S,NEGATIVE,0.48319458961486816,0.03690584376454353,0.4798995852470398,0.48319458961486816
Fox News,3gKyWBb44hU,"GONE VIRAL, AGAIN: Trump strikes again with candy move during WH Halloween #shorts #viral #trump",2025-10-31T00:00:05Z,475022,13475,1131,PT14S,NEGATIVE,0.6392130851745605,0.03194902092218399,0.3288378417491913,0.6392130851745605
Fox News,xU58RMzMQ44,EXPLOSIVE CLAIM: Noem has a message for Newsom...,2025-10-30T23:45:04Z,338289,8088,2179,PT10M27S,NEUTRAL,0.9199340343475342,0.06364181637763977,0.9199340343475342,0.01642419956624508
Fox News,LOUE9F9nf10,SEE IT: Trump reacts to a patriotic costume #shorts #halloween #trump,2025-10-30T23:45:01Z,89523,3455,208,PT22S,NEUTRAL,0.6773878335952759,0.26551520824432373,0.6773878335952759,0.05709701031446457
Fox News,6DZCb8EIPI0,EXCUSE ME: A trick-or-treater politely got President Trump’s attention #shorts #trump #viral #funny,2025-10-30T23:27:25Z,97922,3766,183,PT16S,NEUTRAL,0.4768975079059601,0.4375806152820587,0.4768975079059601,0.08552183210849762
Fox News,aVtOdb7v_tw,HAPPENING NOW: President Trump and the first lady hand out Halloween candy #shorts #halloween #fox,2025-10-30T23:15:01Z,61883,2861,279,PT36S,POSITIVE,0.6348440647125244,0.6348440647125244,0.36170080304145813,0.0034551636781543493
Fox News,QKyh8LkfWYY,Harris Faulkner: NO ONE is seeing this!,2025-10-30T23:00:38Z,902437,13638,3358,PT12M48S,NEGATIVE,0.6573764681816101,0.03648791089653969,0.3061355948448181,0.6573764681816101
Fox News,E0_WCKB5Bk8,President Trump and First Lady Melania Trump celebrate Halloween,2025-10-30T22:49:05Z,135803,4075,678,PT1H15M30S,POSITIVE,0.8701834082603455,0.8701834082603455,0.12713828682899475,0.0026782697532325983
Fox News,VFVjC1sz4mA,'TERRIBLE MISTAKE': VP Vance on SCOTUS' interpretation of religion in the Constitution #shorts #fox,2025-10-30T22:45:03Z,45752,2177,144,PT39S,NEGATIVE,0.5834117531776428,0.01633434183895588,0.40025386214256287,0.5834117531776428
Fox News,Ndi1BnGERrs,'The Five': Someone is trying to make a comeback...,2025-10-30T22:15:06Z,603588,9798,1758,PT9M46S,NEUTRAL,0.7331253290176392,0.23695731163024902,0.7331253290176392,0.029917364940047264
Fox News,ZFsRJUFqp-4,US Attorney Pirro: They were taken from us in what I believe were predictable homicides #shorts #us,2025-10-30T22:15:02Z,35855,2531,88,PT45S,NEGATIVE,0.677470326423645,0.009606720879673958,0.31292301416397095,0.677470326423645
Fox News,N6rYwLUgzkI,"Vance: My job is not to look out for the whole world, it's to look out for the people of the US #us",2025-10-30T21:45:01Z,25152,1073,84,PT58S,NEUTRAL,0.6801888942718506,0.28670555353164673,0.6801888942718506,0.03310549259185791
Fox News,J_EGqp8b7tY,Tapper makes SHOCKING admission,2025-10-30T21:30:04Z,168092,2810,655,PT5M24S,NEGATIVE,0.797674834728241,0.02122252993285656,0.18110260367393494,0.797674834728241
Fox News,-bjPPxT0IPM,Transportation Secretary Duffy Responds to DHS Discovery of Illegal Truck Drivers,2025-10-30T21:30:03Z,233950,1875,370,PT23M21S,NEUTRAL,0.811352014541626,0.022322220727801323,0.811352014541626,0.16632574796676636
Fox News,Xhk80wTcbeI,GLOBAL GAINS: Trump heads back to the US with billions in fresh investments #trump #shorts #usa,2025-10-30T20:57:45Z,34854,1852,187,PT18S,POSITIVE,0.5813531279563904,0.5813531279563904,0.4027714729309082,0.015875408425927162
Fox News,gqmN5ocDGfQ,Mike Johnson: Americans are being USED as leverage,2025-10-30T20:45:07Z,182433,2780,1574,PT9M13S,NEUTRAL,0.508991003036499,0.020589035004377365,0.508991003036499,0.4704199731349945
Fox News,6C_IT4taHkY,WATCH: Jeanine Pirro speaks after suspect is arrested in murder of congressional intern,2025-10-30T20:37:30Z,81942,1327,256,PT23M30S,NEUTRAL,0.6794523000717163,0.017036616802215576,0.6794523000717163,0.3035110831260681
Fox News,lKReGFLwFdA,'NOT A GAME!': GOP leaders EXPLODE on Dems,2025-10-30T20:00:41Z,138739,2251,892,PT7M50S,NEGATIVE,0.4992750585079193,0.034641895443201065,0.4660831093788147,0.4992750585079193
Fox News,m7zHUsvGBf8,Vance: All we need is 5 'reasonable Dems' to end shutdown,2025-10-30T19:15:03Z,858289,10788,3657,PT21M36S,NEUTRAL,0.7958511114120483,0.14682002365589142,0.7958511114120483,0.057328879833221436
Fox News,-n4qjVIsIGE,TRICK OR CHIMP: Monkey gets loose inside Spirit Halloween #shorts,2025-10-30T19:15:00Z,21978,425,14,PT19S,NEUTRAL,0.8625341057777405,0.0749354287981987,0.8625341057777405,0.062530517578125
Fox News,c5mYtSN-LS8,Department of War takes out 'yet another' narco-trafficking vessel #shorts #narcos #cartels #usnews,2025-10-30T19:00:43Z,42403,2193,403,PT25S,NEUTRAL,0.7260387539863586,0.027423234656453133,0.7260387539863586,0.24653799831867218
Fox News,mtsRpMxY3hE,'13 TIMES!': Senator ERUPTS on floor over shutdown #foxnews #news #us #fox,2025-10-30T18:31:12Z,83080,2809,643,PT39S,NEUTRAL,0.8308547735214233,0.056922003626823425,0.8308547735214233,0.11222320050001144
Fox News,EjW8_MNGxww,JUST IN: 97 arrested in sweeping ICE raids,2025-10-30T18:31:09Z,174264,3843,1532,PT3M28S,NEUTRAL,0.7553244829177856,0.03497829660773277,0.7553244829177856,0.20969724655151367
Fox News,YDsQb8FlkaQ,Fox News wants to send YOU on an all expenses paid trip to New York City! #shorts,2025-10-30T18:18:50Z,16809,459,140,PT35S,NEUTRAL,0.6149582862854004,0.10389124602079391,0.6149582862854004,0.2811504602432251
Fox News,aYwqSBcDKtg,Trump: We have a deal |Brian Kilmeade Show,2025-10-30T17:47:53Z,21945,371,125,PT45M16S,NEUTRAL,0.5989469289779663,0.390447199344635,0.5989469289779663,0.010605854913592339
Fox News,dDR26ifxHgk,Trump says US has 'more nuclear weapons than anybody' as testing resumes,2025-10-30T17:45:05Z,45242,738,627,PT5M18S,NEUTRAL,0.5051595568656921,0.03705064207315445,0.5051595568656921,0.4577898383140564
Fox News,zJz1hZmWApQ,"Secs. Noem, Duffy tout ‘Operation Midway’ success in border briefing",2025-10-30T17:40:28Z,42185,634,87,PT1H39M45S,NEUTRAL,0.6551173329353333,0.33768483996391296,0.6551173329353333,0.007197784259915352
Fox News,LgE-FdxxySM,‘DISGUSTING’: Podcaster applauds celebration of Charlie Kirk’s death #shorts #politics #charliekirk,2025-10-30T17:30:06Z,29802,1044,254,PT1M27S,NEGATIVE,0.8802164793014526,0.00639658747240901,0.11338694393634796,0.8802164793014526
Fox News,7p5wLFa4esY,Maria Bartiromo: THIS is the key headline from Trump's meeting with Xi,2025-10-30T17:00:14Z,224205,4873,1111,PT6M40S,NEUTRAL,0.9183835387229919,0.06875374168157578,0.9183835387229919,0.012862696312367916
Fox News,dWffMvaeTR8,WATCH: Firefighters rescue dog from cliffside #foxnews #news #us #fox,2025-10-30T16:43:44Z,24026,804,33,PT29S,NEUTRAL,0.8591748476028442,0.12959565222263336,0.8591748476028442,0.011229475028812885
Fox News,1NTCsnbqels,Expect a 'long night' for this: Rove,2025-10-30T16:15:01Z,37261,705,421,PT5M36S,NEUTRAL,0.5685192346572876,0.029214074835181236,0.5685192346572876,0.4022666811943054
Fox News,LW-pvY5KaWI,Reporter CALLS OUT Kamala Harris face-to-face: 'WORLD CLASS PIVOT',2025-10-30T15:30:12Z,330904,4615,1785,PT4M57S,NEUTRAL,0.9359328746795654,0.03169293701648712,0.9359328746795654,0.03237418085336685
Fox News,rqLjOukC65Y,Trump praises Xi ahead of high-stakes summit #shorts #trump #us #foxnews #china #usnews #trade,2025-10-30T15:01:51Z,27719,1015,124,PT38S,POSITIVE,0.7616188526153564,0.7616188526153564,0.230852410197258,0.007528720423579216
Fox News,Y5srdKD3Nh0,BREAKING: Trump reaches deal with China,2025-10-30T14:45:05Z,49359,963,782,PT4M53S,NEUTRAL,0.7663062810897827,0.22040782868862152,0.7663062810897827,0.013285854831337929
Fox News,CPI6c0ZPzaY,House Speaker Mike Johnson and GOP members hold press conference on government shutdown,2025-10-30T14:42:51Z,573677,6146,2069,PT40M40S,NEUTRAL,0.8994849324226379,0.01788514293730259,0.8994849324226379,0.08262994140386581
Fox News,ycCCREXM8mY,"WATCH: Trump, Xi meet face-to-face for first time in years #shorts #trump #china #xjinping #us",2025-10-30T14:31:00Z,33178,742,127,PT1M10S,NEUTRAL,0.9165710806846619,0.07087485492229462,0.9165710806846619,0.012554066255688667
Fox News,ZAXJGBLwsgg,Senate leader GOES OFF over shutdown: You JUST figured this out?!,2025-10-30T14:00:56Z,129616,2487,1311,PT3M21S,NEGATIVE,0.7309980392456055,0.025248968973755836,0.24375298619270325,0.7309980392456055
Fox News,PmFdi0ACwjY,MAJOR nuke announcement after pivotal win from Xi,2025-10-30T13:00:51Z,39458,701,516,PT2M50S,NEUTRAL,0.6014449000358582,0.37393859028816223,0.6014449000358582,0.024616479873657227
Fox News,fngh17UE5bk,Vance: I'm here 'to do the most amount of good for God' #shorts,2025-10-30T12:45:07Z,25809,1187,84,PT48S,POSITIVE,0.9101431369781494,0.9101431369781494,0.08522011339664459,0.00463675195351243
Fox News,PKWZ8mj55QA,WATCH: Vance hopes Usha will turn to Christianity #foxnews #faith #shorts #news,2025-10-30T12:35:40Z,72360,2880,473,PT1M19S,NEUTRAL,0.8113039135932922,0.18134409189224243,0.8113039135932922,0.007351977284997702
Fox News,-EzZ2Db1hds,Why China may have ‘upper hand’ on Trump: Xi just ‘flexed his muscles’,2025-10-30T12:15:01Z,55104,737,800,PT4M28S,NEUTRAL,0.8731532692909241,0.0877339318394661,0.8731532692909241,0.03911278024315834
Fox News,r-0P5NlS7As,Xi tells Trump: We don't always see 'eye to eye' #shorts #foxnews #trump #politics,2025-10-30T11:53:09Z,41999,1309,154,PT52S,NEUTRAL,0.8502645492553711,0.039046816527843475,0.8502645492553711,0.11068858206272125
Fox News,hRHRtOY_1zE,Newsom's 'ODD' claim as he mulls presidential run,2025-10-30T11:30:42Z,57431,931,727,PT4M53S,NEUTRAL,0.9250786900520325,0.058673229068517685,0.9250786900520325,0.016248105093836784
NBC News,VPn5oSlwrGk,Hallie Jackson NOW - Oct. 31 | NBC News NOW,2025-10-31T23:46:29Z,82497,391,26,PT1H39M32S,NEUTRAL,0.848715603351593,0.14824184775352478,0.848715603351593,0.003042610827833414
NBC News,h6KWbc4rCcE,Arrests of home invasion suspects caught on camera,2025-10-31T23:44:20Z,464606,3095,1195,PT1M28S,NEUTRAL,0.6350021958351135,0.02563774585723877,0.6350021958351135,0.3393600583076477
NBC News,5Yt_Vb2A0uI,Residents plea for help after Hurricane Melissa is hard-hit town of Black River,2025-10-31T23:43:48Z,18159,73,4,PT1M58S,NEUTRAL,0.5292667746543884,0.032181017100811005,0.5292667746543884,0.43855223059654236
NBC News,EqSv_6YGvD4,A train collided with truck full of pears at Dutch railroad crossing,2025-10-31T23:38:29Z,28365,149,20,PT20S,NEUTRAL,0.5763958692550659,0.022745249792933464,0.5763958692550659,0.40085887908935547
NBC News,hM6dnqoQjt4,Passengers hospitalized after JetBlue flight dramatically drops,2025-10-31T23:29:18Z,3401,30,5,PT2M4S,NEGATIVE,0.6798982620239258,0.012568231672048569,0.3075335621833801,0.6798982620239258
NBC News,Ciizcx9ctSY,FBI: Halloween terror attack foiled,2025-10-31T23:28:42Z,9559,160,101,PT2M19S,NEUTRAL,0.5997254252433777,0.031213456764817238,0.5997254252433777,0.36906111240386963
NBC News,WoWiXL2qyDA,Family’s runaway pumpkin video racks up millions of views,2025-10-31T23:28:08Z,157710,997,166,PT1M36S,POSITIVE,0.6419158577919006,0.6419158577919006,0.3481169641017914,0.009967159479856491
NBC News,wIipFeqNKjw,Black government workers look for jobs in other sectors as shutdown continues,2025-10-31T23:26:57Z,67292,112,81,PT3M19S,NEUTRAL,0.826016902923584,0.03496312350034714,0.826016902923584,0.13902001082897186
NBC News,6oZ99Hk7_lY,Los Angeles wildfire victims battle with insurance companies over smoke damage,2025-10-31T23:17:26Z,6170,80,22,PT6M41S,NEUTRAL,0.641785740852356,0.015756195411086082,0.641785740852356,0.342458039522171
NBC News,iNcG8AAWUYs,A look at the final days of the governor races in New Jersey and Virginia,2025-10-31T23:15:54Z,62590,407,214,PT4M54S,NEUTRAL,0.9276781678199768,0.06157326698303223,0.9276781678199768,0.010748486034572124
NBC News,r7kmvkCOh4U,Why is Prince Andrew now getting stripped of his royal titles?,2025-10-31T21:55:49Z,16393,119,12,PT1M19S,NEGATIVE,0.5273751616477966,0.010930843651294708,0.46169397234916687,0.5273751616477966
NBC News,BTqwJ0j0KqU,Meet the Press NOW — October 31,2025-10-31T21:55:10Z,78817,721,242,PT50M9S,NEUTRAL,0.9445804953575134,0.04907218739390373,0.9445804953575134,0.006347319111227989
NBC News,40Lu63wEY4E,"Trump admin. treating Americans who rely on SNAP as ‘political pawns,’ says California AG",2025-10-31T21:25:26Z,1904,24,14,PT6M51S,NEGATIVE,0.7709628939628601,0.007427603006362915,0.22160951793193817,0.7709628939628601
NBC News,rIhlkIXGIYs,"Hassett: ‘If SNAP benefits run dry, it's because they haven't been funded by the Democrats’",2025-10-31T21:11:01Z,18645,146,193,PT9M9S,NEUTRAL,0.4900498688220978,0.02606930211186409,0.4900498688220978,0.4838808476924896
NBC News,utvW2hsMnto,Two judges issue rulings in lawsuits challenging Trump admin. withholding SNAP benefits,2025-10-31T21:10:23Z,45893,447,342,PT13M33S,NEUTRAL,0.6154763102531433,0.02461525984108448,0.6154763102531433,0.35990843176841736
NBC News,sx23iTTLfjw,Federal judge orders Trump administration to pay SNAP benefits out of contingency fund,2025-10-31T21:00:36Z,80388,1103,312,PT21S,NEUTRAL,0.8508091568946838,0.04402715712785721,0.8508091568946838,0.10516367107629776
NBC News,YXTWovLjQU8,A mom scrambles to control a giant inflatable pumpkin that nearly flies away on a windy day,2025-10-31T20:55:28Z,14038,145,9,PT39S,NEUTRAL,0.6102202534675598,0.1439785212278366,0.6102202534675598,0.24580124020576477
NBC News,2m001fZeGsg,"Robert Englund, who played Freddy Krueger, gets a star on the Hollywood Walk of Fame on Halloween",2025-10-31T20:53:53Z,14181,521,20,PT28S,POSITIVE,0.7119539380073547,0.7119539380073547,0.28589218854904175,0.0021538659930229187
NBC News,frYExXiRH6A,Newsom says Democrats made 'right call' in shutdown fight over health care,2025-10-31T20:08:35Z,146942,203,183,PT4M33S,NEUTRAL,0.6882060170173645,0.2949826717376709,0.6882060170173645,0.016811339184641838
NBC News,KDJiXwhkotw,Coroner assumed it was ‘a hoax’ when he got the call about box of human body parts,2025-10-31T19:45:16Z,2919,29,13,PT1M20S,NEGATIVE,0.52117520570755,0.0184970460832119,0.46032771468162537,0.52117520570755
NBC News,FClVNnUbhgs,Toronto Blue Jays one win away from World Series victory,2025-10-31T18:57:14Z,1416,12,4,PT2M35S,POSITIVE,0.6769295930862427,0.6769295930862427,0.32021185755729675,0.0028585989493876696
NBC News,1bFSIE_GbDY,"Orville Peck discusses Halloween costumes, his new album and Broadway dreams",2025-10-31T18:56:43Z,6899,47,4,PT6M58S,NEUTRAL,0.8270934820175171,0.16773484647274017,0.8270934820175171,0.005171636585146189
NBC News,LB4h2QtCcnY,"President of WNBA players' union talks contract negotiations, fair pay",2025-10-31T18:10:15Z,53089,93,74,PT4M43S,NEUTRAL,0.8541643619537354,0.12714755535125732,0.8541643619537354,0.018688075244426727
NBC News,FBLnBSn0VFU,FBI thwarts potential terror attack in Michigan planned around Halloween,2025-10-31T16:54:02Z,21612,241,62,PT27S,NEUTRAL,0.6230862736701965,0.01562279649078846,0.6230862736701965,0.36129099130630493
NBC News,liKMVwazLws,FBI thwarts Michigan terror plot set for Halloween weekend,2025-10-31T16:53:56Z,7863,80,69,PT2M29S,NEUTRAL,0.740738570690155,0.02684900537133217,0.740738570690155,0.2324123978614807
NBC News,K4GjXIZ-jtY,Sean 'Diddy' Combs transferred to federal prison in New Jersey,2025-10-31T16:52:05Z,12006,69,7,PT23S,NEUTRAL,0.9155811667442322,0.04058119282126427,0.9155811667442322,0.04383757337927818
NBC News,sEICavGQZUY,Morning News NOW Full Episode - Oct. 31,2025-10-31T16:38:05Z,22506,156,17,PT1H41M3S,NEUTRAL,0.916141152381897,0.07928024977445602,0.916141152381897,0.004578624852001667
NBC News,YCW7zoA9YOU,Daylight saving time set to take effect as debate over locking the clock continues,2025-10-31T16:30:07Z,3005,35,1,PT45S,NEUTRAL,0.9523171186447144,0.02774554304778576,0.9523171186447144,0.019937336444854736
NBC News,GDPIgCMrJYc,An inside look at the Grand Egyptian Museum before it's public opening,2025-10-31T14:32:24Z,27467,549,42,PT1M,NEUTRAL,0.827017605304718,0.16695021092891693,0.827017605304718,0.0060322480276227
NBC News,lznmVidRznw,This Morning’s Top Headlines – Oct. 31 | Morning News NOW,2025-10-31T13:51:27Z,80096,359,71,PT16M23S,NEUTRAL,0.9114211201667786,0.08464536815881729,0.9114211201667786,0.003933463711291552
NBC News,x6SFWzYvUh4,Package delivered to woman’s house contained human body parts,2025-10-31T12:31:25Z,34831,359,20,PT40S,NEUTRAL,0.8060141801834106,0.04248526319861412,0.8060141801834106,0.15150058269500732
NBC News,BahSq8CfDbA,Newsom says Trump's nuclear weapons testing order is 'weakness masquerading in strength',2025-10-31T12:30:14Z,36065,1848,173,PT2M57S,NEGATIVE,0.75985187292099,0.010385379195213318,0.22976282238960266,0.75985187292099
NBC News,u_hQaRFQBwA,Heavy flooding in central Vietnam kills at least 13,2025-10-31T11:45:10Z,5171,38,7,PT25S,NEGATIVE,0.8502781391143799,0.006750548258423805,0.14297130703926086,0.8502781391143799
NBC News,KKN0sGetyZ4,Newsom: Trump's nuclear weapons testing order is 'weakness masquerading in strength',2025-10-31T11:00:47Z,80277,420,471,PT3M6S,NEGATIVE,0.7778055667877197,0.010936080478131771,0.2112584114074707,0.7778055667877197
NBC News,sZsDkcB20hk,Police officer appears to be without pants in virtual court,2025-10-31T04:32:42Z,26808,354,28,PT1M12S,NEUTRAL,0.6765601634979248,0.019882269203662872,0.6765601634979248,0.3035575747489929
NBC News,ke27ouQgdgQ,A furloughed IRS lawyer is living out his dream of running a hotdog stand,2025-10-31T03:50:54Z,588459,14028,634,PT24S,NEUTRAL,0.6441274285316467,0.27878186106681824,0.6441274285316467,0.07709074765443802
NBC News,THb7r5QkrKc,'Dating journalist' seeks answers on Gen Z relationship struggles,2025-10-31T03:00:39Z,8254,133,31,PT2M35S,NEUTRAL,0.8880663514137268,0.03387328237295151,0.8880663514137268,0.07806040346622467
NBC News,R7vd-pPJZbc,Companies cut thousands of jobs amid corporate AI push,2025-10-31T03:00:24Z,57442,512,248,PT4M39S,NEGATIVE,0.7394402623176575,0.014732567593455315,0.24582722783088684,0.7394402623176575
NBC News,DkwFY3430RM,Top Story with Tom Llamas - Oct. 30 | NBC News NOW,2025-10-31T02:54:03Z,88143,417,17,PT50M,NEUTRAL,0.777836263179779,0.21830862760543823,0.777836263179779,0.003855152288451791
NBC News,-jiGpL14bTo,Parents fight for daughter's ear surgery after insurance denied it,2025-10-31T02:30:00Z,9156,160,44,PT4M37S,NEUTRAL,0.5854239463806152,0.032351091504096985,0.5854239463806152,0.382224977016449
NBC News,Etvm-YdX_GQ,Police officer appears to be without pants in virtual court,2025-10-31T02:28:06Z,5611,85,19,PT2M26S,NEUTRAL,0.6765604019165039,0.019882284104824066,0.6765604019165039,0.3035573363304138
NBC News,_HlO40LSe3o,Five indicted in connection with overdose death of Robert De Niro's grandson,2025-10-31T02:27:12Z,195436,266,122,PT2M45S,NEUTRAL,0.5223472118377686,0.015079946257174015,0.5223472118377686,0.4625728726387024
NBC News,tXy5nE-N7IU,NBC Nightly News Full Episode - Oct. 30,2025-10-31T02:07:48Z,419926,4361,608,PT20M40S,NEUTRAL,0.9488235712051392,0.046632155776023865,0.9488235712051392,0.004544234834611416
NBC News,JADu8EVaeYg,Powerful storm hits mid-Atlantic and Northeast bringing severe flooding,2025-10-31T01:42:36Z,26696,309,1,PT31S,NEGATIVE,0.6872108578681946,0.021004855632781982,0.29178422689437866,0.6872108578681946
NBC News,08O81kxTXc8,Trump and the first lady host trick-or-treaters at the White House,2025-10-31T01:42:09Z,11998,77,13,PT56S,NEUTRAL,0.8520163297653198,0.08780132234096527,0.8520163297653198,0.0601823516190052
NBC News,01DHv5oEaVM,"Mamdani says he'll fight for New Yorkers who are married, single or in a 'situationship'",2025-10-31T01:41:44Z,28121,417,39,PT1M6S,NEUTRAL,0.8716522455215454,0.10110288858413696,0.8716522455215454,0.02724486216902733
NBC News,Jx_TSClTXCc,Some trick-or-treaters picking potatoes over candy ,2025-10-31T01:30:14Z,99942,1212,326,PT1M37S,NEUTRAL,0.7958908081054688,0.0643531009554863,0.7958908081054688,0.13975611329078674
NBC News,T_dfgAc1M54,Hallie Jackson NOW - Oct. 30 | NBC News NOW,2025-10-31T01:06:56Z,58991,305,35,PT1H41M3S,NEUTRAL,0.8407531380653381,0.15622004866600037,0.8407531380653381,0.0030267920810729265
NBC News,ApHvyiix5_w,Parents fight for coverage of daughter’s ear reconstruction,2025-10-31T01:00:11Z,3060,36,4,PT4M2S,NEUTRAL,0.8550712466239929,0.09978433698415756,0.8550712466239929,0.04514440894126892
NBC News,sTwws4r6o1I,Teacher testifies she thought she ‘had died’ after being shot by student,2025-10-31T00:30:50Z,13875,28,17,PT1M54S,NEGATIVE,0.6176233887672424,0.010818451642990112,0.37155818939208984,0.6176233887672424
NBC News,LSy_lYm6bRY,Trump reaches trade war truce with China,2025-10-31T00:15:01Z,19680,80,54,PT1M58S,NEUTRAL,0.7545335292816162,0.2175530642271042,0.7545335292816162,0.027913346886634827
NBC News,Plzx3ZRhLMY,New Grand Egyptian Museum displays never-before-seen treasures,2025-10-31T00:12:56Z,520226,5783,769,PT4M51S,POSITIVE,0.8342317342758179,0.8342317342758179,0.16093586385250092,0.0048324232921004295
NBC News,vcy993HcvV0,Prince Andrew stripped of royal titles amid mounting pressure,2025-10-31T00:01:18Z,3623,45,12,PT1M27S,NEUTRAL,0.5562979578971863,0.018914682790637016,0.5562979578971863,0.42478740215301514
NBC News,QNnx2QLin-c,JetBlue flight diverted after sudden altitude drop,2025-10-30T23:58:52Z,36933,25,2,PT52S,NEGATIVE,0.5310661196708679,0.011738413944840431,0.4571954309940338,0.5310661196708679
NBC News,5EfNFPexGsw,Jamaica dealing with massive devastation from Hurricane Melissa,2025-10-30T23:45:00Z,89371,283,45,PT2M32S,NEGATIVE,0.8126198649406433,0.014941627159714699,0.17243851721286774,0.8126198649406433
NBC News,EOjg0T0ylE0,Severe weather sparks flooding and travel chaos,2025-10-30T23:30:03Z,30985,251,14,PT1M59S,NEGATIVE,0.7961089611053467,0.011070135980844498,0.19282089173793793,0.7961089611053467
NBC News,DPMHZEqO9jY,"Chuck Schumer, ICE and the 'singles tax': Here's what Zohran Mamdani just told us",2025-10-30T23:24:37Z,21941,495,73,PT1M38S,NEUTRAL,0.7577089667320251,0.031194373965263367,0.7577089667320251,0.21109668910503387
NBC News,psgUMjjr6IA,"Splash, a two-year-old otter, is becoming the nation's first search and recovery otter",2025-10-30T23:17:11Z,5719,92,2,PT45S,NEUTRAL,0.6685252785682678,0.3229285180568695,0.6685252785682678,0.008546166121959686
NBC News,NkUXEoeyMmA,What's the difference between a weapons test and a bomb test?,2025-10-30T22:55:58Z,1842,11,2,PT1M33S,NEUTRAL,0.8536102175712585,0.017963195219635963,0.8536102175712585,0.12842655181884766
